Package_Name,Version,Count,Number of CVEs,List of CVEs,CVE_high,CVE_med,CVE_low
,2.1.0,3,3,"['CVE-2015-1419', 'CVE-2011-0762', 'CVE-2021-3618']",1,2,0
,3.0.2,3,2,"['CVE-2015-1419', 'CVE-2021-3618']",1,1,0
,2.3.2,2,3,"['CVE-2015-1419', 'CVE-2011-0762', 'CVE-2021-3618']",1,2,0
iptables,,,,,,,
,1.4.9.1,3,1,['CVE-2012-2663'],1,0,0
,1.4.21,30,1,['CVE-2012-2663'],1,0,0
,0.0.0.0,13,3,"['CVE-2001-1387', 'CVE-2001-1388', 'CVE-2012-2663']",1,1,1
,1.4.4,8,1,['CVE-2012-2663'],1,0,0
,1.4.12,6,1,['CVE-2012-2663'],1,0,0
,1.4.5,2,1,['CVE-2012-2663'],1,0,0
,1.4.17,2,1,['CVE-2012-2663'],1,0,0
gcc,,,,,,,
,3.3.2,66,5,"['CVE-2000-1219', 'CVE-2002-2439', 'CVE-2015-5276', 'CVE-2019-15847', 'CVE-2021-37322']",4,1,0
,3.4.6,2,4,"['CVE-2002-2439', 'CVE-2015-5276', 'CVE-2019-15847', 'CVE-2021-37322']",3,1,0
,9.1.0,1,2,"['CVE-2019-15847', 'CVE-2021-37322']",2,0,0
,4.4.5,3,5,"['CVE-2002-2439', 'CVE-2015-5276', 'CVE-2018-12886', 'CVE-2019-15847', 'CVE-2021-37322']",4,1,0
,3.4.2,11,4,"['CVE-2002-2439', 'CVE-2015-5276', 'CVE-2019-15847', 'CVE-2021-37322']",3,1,0
,6.4.0,3,3,"['CVE-2018-12886', 'CVE-2019-15847', 'CVE-2021-37322']",3,0,0
,4.2.3,2,6,"['CVE-2002-2439', 'CVE-2008-1685', 'CVE-2015-5276', 'CVE-2018-12886', 'CVE-2019-15847', 'CVE-2021-37322']",4,2,0
,4.3.3,9,5,"['CVE-2002-2439', 'CVE-2015-5276', 'CVE-2018-12886', 'CVE-2019-15847', 'CVE-2021-37322']",4,1,0
,4.1.2,2,5,"['CVE-2002-2439', 'CVE-2015-5276', 'CVE-2018-12886', 'CVE-2019-15847', 'CVE-2021-37322']",4,1,0
libjpeg,,,,,,,
,6b,28,1,['CVE-2020-14152'],1,0,0
,9b,4,2,"['CVE-2020-14152', 'CVE-2020-14153']",2,0,0
,8c,2,2,"['CVE-2020-14152', 'CVE-2020-14153']",2,0,0
stunnel,,,,,,,
,4.21,2,5,"['CVE-2008-2400', 'CVE-2008-2420', 'CVE-2013-1762', 'CVE-2014-0016', 'CVE-2021-20230']",2,3,0
,5.21,3,1,['CVE-2021-20230'],1,0,0
,4.15,7,5,"['CVE-2008-2400', 'CVE-2008-2420', 'CVE-2013-1762', 'CVE-2014-0016', 'CVE-2021-20230']",2,3,0
zlib,,,,,,,
,1.2.11,19,1,['CVE-2022-37434'],0,0,1
,1.2.8,31,4,"['CVE-2016-9842', 'CVE-2016-9840', 'CVE-2016-9841', 'CVE-2022-37434']",2,0,2
,1.2.3,30,3,"['CVE-2016-9840', 'CVE-2016-9841', 'CVE-2022-37434']",1,0,2
,1.1.4,11,2,"['CVE-2003-0107', 'CVE-2022-37434']",1,0,1
,1.2.7,25,4,"['CVE-2016-9842', 'CVE-2016-9840', 'CVE-2016-9841', 'CVE-2022-37434']",2,0,2
,1.2.6,2,4,"['CVE-2016-9842', 'CVE-2016-9840', 'CVE-2016-9841', 'CVE-2022-37434']",2,0,2
miniupnpc,,,,,,,
,1.6,15,2,"['CVE-2015-6031', 'CVE-2017-8798']",0,0,2
,1.8,11,2,"['CVE-2015-6031', 'CVE-2017-8798']",0,0,2
curl,,,,,,,
,7.66.0,15,24,"['CVE-2020-8169', 'CVE-2020-8177', 'CVE-2020-8284', 'CVE-2021-22897', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27775', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552', 'CVE-2023-23916']",9,10,5
,7.52.1,15,35,"['CVE-2017-1000101', 'CVE-2017-2629', 'CVE-2017-8816', 'CVE-2017-8817', 'CVE-2017-9502', 'CVE-2018-1000007', 'CVE-2018-1000120', 'CVE-2018-1000121', 'CVE-2018-1000122', 'CVE-2018-1000301', 'CVE-2018-16839', 'CVE-2018-16842', 'CVE-2019-5443', 'CVE-2019-5481', 'CVE-2019-5482', 'CVE-2020-8177', 'CVE-2020-8284', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552']",8,12,15
,7.37.0,3,58,"['CVE-2014-3613', 'CVE-2014-3620', 'CVE-2015-3144', 'CVE-2015-3145', 'CVE-2015-3148', 'CVE-2015-3153', 'CVE-2016-0754', 'CVE-2016-0755', 'CVE-2016-4606', 'CVE-2016-4802', 'CVE-2016-8615', 'CVE-2016-8616', 'CVE-2016-8617', 'CVE-2016-8618', 'CVE-2016-8619', 'CVE-2016-8620', 'CVE-2016-8621', 'CVE-2016-8623', 'CVE-2016-8624', 'CVE-2016-8625', 'CVE-2016-9586', 'CVE-2016-9594', 'CVE-2016-9952', 'CVE-2016-9953', 'CVE-2017-1000101', 'CVE-2017-2629', 'CVE-2017-8816', 'CVE-2017-8817', 'CVE-2017-9502', 'CVE-2018-1000007', 'CVE-2018-1000120', 'CVE-2018-1000121', 'CVE-2018-1000122', 'CVE-2018-1000301', 'CVE-2018-16839', 'CVE-2018-16842', 'CVE-2019-5443', 'CVE-2019-5482', 'CVE-2020-8177', 'CVE-2020-8284', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552']",21,18,19
,7.73.0,3,29,"['CVE-2020-8284', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22897', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22924', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22945', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27775', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32205', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552', 'CVE-2023-23916']",9,12,8
,7.61.1,3,28,"['CVE-2018-16839', 'CVE-2018-16840', 'CVE-2018-16842', 'CVE-2019-5443', 'CVE-2019-5481', 'CVE-2019-5482', 'CVE-2020-8177', 'CVE-2020-8284', 'CVE-2021-22897', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552', 'CVE-2023-23916']",8,10,10
,7.75.0,2,27,"['CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22897', 'CVE-2021-22898', 'CVE-2021-22901', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22924', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22945', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27775', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32205', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552', 'CVE-2023-23916']",8,12,7
,7.68.0,3,30,"['CVE-2020-8169', 'CVE-2020-8177', 'CVE-2020-8231', 'CVE-2020-8284', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22897', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22924', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27775', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552', 'CVE-2023-23916']",12,11,7
,7.79.1,8,19,"['CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27775', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32205', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-42915', 'CVE-2022-42916', 'CVE-2022-43551', 'CVE-2022-43552', 'CVE-2023-23914', 'CVE-2023-23915', 'CVE-2023-23916']",7,7,5
,7.57.0,7,33,"['CVE-2018-0500', 'CVE-2018-1000007', 'CVE-2018-1000120', 'CVE-2018-1000121', 'CVE-2018-1000122', 'CVE-2018-1000300', 'CVE-2018-1000301', 'CVE-2018-16839', 'CVE-2018-16842', 'CVE-2019-5443', 'CVE-2019-5481', 'CVE-2019-5482', 'CVE-2020-8177', 'CVE-2020-8284', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552', 'CVE-2023-23916']",9,9,15
,7.29.0,20,58,"['CVE-2013-1944', 'CVE-2013-2174', 'CVE-2013-4545', 'CVE-2014-0015', 'CVE-2014-0138', 'CVE-2014-0139', 'CVE-2014-2522', 'CVE-2014-3613', 'CVE-2014-3620', 'CVE-2015-3143', 'CVE-2015-3148', 'CVE-2015-3153', 'CVE-2016-0754', 'CVE-2016-0755', 'CVE-2016-3739', 'CVE-2016-4606', 'CVE-2016-4802', 'CVE-2016-8615', 'CVE-2016-8616', 'CVE-2016-8617', 'CVE-2016-8618', 'CVE-2016-8619', 'CVE-2016-8620', 'CVE-2016-8621', 'CVE-2016-8623', 'CVE-2016-8624', 'CVE-2016-8625', 'CVE-2016-9586', 'CVE-2016-9594', 'CVE-2017-2629', 'CVE-2017-8817', 'CVE-2017-9502', 'CVE-2018-1000007', 'CVE-2018-1000120', 'CVE-2018-1000121', 'CVE-2018-1000122', 'CVE-2018-1000301', 'CVE-2018-16842', 'CVE-2019-5443', 'CVE-2019-5482', 'CVE-2020-8177', 'CVE-2020-8284', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22925', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-27774', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552']",16,26,16
,7.52.2,9,34,"['CVE-2017-2629', 'CVE-2017-8816', 'CVE-2017-8817', 'CVE-2017-9502', 'CVE-2018-1000007', 'CVE-2018-1000120', 'CVE-2018-1000121', 'CVE-2018-1000122', 'CVE-2018-1000301', 'CVE-2018-16839', 'CVE-2018-16842', 'CVE-2019-5443', 'CVE-2019-5481', 'CVE-2019-5482', 'CVE-2020-8177', 'CVE-2020-8284', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552']",8,11,15
,7.72.0,2,28,"['CVE-2020-8284', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22897', 'CVE-2021-22898', 'CVE-2021-22922', 'CVE-2021-22923', 'CVE-2021-22924', 'CVE-2021-22925', 'CVE-2021-22926', 'CVE-2021-22946', 'CVE-2021-22947', 'CVE-2022-22576', 'CVE-2022-27774', 'CVE-2022-27775', 'CVE-2022-27776', 'CVE-2022-27781', 'CVE-2022-27782', 'CVE-2022-32205', 'CVE-2022-32206', 'CVE-2022-32207', 'CVE-2022-32208', 'CVE-2022-32221', 'CVE-2022-35252', 'CVE-2022-43552', 'CVE-2023-23916']",9,12,7
libcurl,,,,,,,
,7.66.0,15,6,"['CVE-2020-8231', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22924']",3,1,2
,7.52.1,15,17,"['CVE-2017-1000100', 'CVE-2017-1000254', 'CVE-2017-1000257', 'CVE-2017-7468', 'CVE-2017-8816', 'CVE-2017-8817', 'CVE-2018-1000005', 'CVE-2018-14618', 'CVE-2018-16890', 'CVE-2019-3822', 'CVE-2019-3823', 'CVE-2019-5436', 'CVE-2020-8231', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22924']",8,2,7
,7.37.0,3,30,"['CVE-2014-3613', 'CVE-2014-3620', 'CVE-2014-3707', 'CVE-2014-8150', 'CVE-2014-8151', 'CVE-2015-3143', 'CVE-2015-3144', 'CVE-2015-3145', 'CVE-2015-3148', 'CVE-2015-3153', 'CVE-2016-5419', 'CVE-2016-5420', 'CVE-2016-5421', 'CVE-2016-7141', 'CVE-2016-7167', 'CVE-2016-8622', 'CVE-2017-1000100', 'CVE-2017-1000254', 'CVE-2017-1000257', 'CVE-2017-8816', 'CVE-2017-8817', 'CVE-2018-14618', 'CVE-2018-16890', 'CVE-2019-3822', 'CVE-2019-3823', 'CVE-2019-5436', 'CVE-2020-8231', 'CVE-2020-8285', 'CVE-2021-22876', 'CVE-2021-22924']",12,10,8
,7.73.0,3,6,"['CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22924', 'CVE-2021-22945']",2,1,3
,7.61.1,3,9,"['CVE-2018-16890', 'CVE-2019-3822', 'CVE-2019-3823', 'CVE-2019-5436', 'CVE-2020-8231', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22924']",6,1,2
,7.75.0,2,4,"['CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22924', 'CVE-2021-22945']",0,1,3
,7.68.0,3,6,"['CVE-2020-8231', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22924']",3,1,2
,7.57.0,7,11,"['CVE-2018-1000005', 'CVE-2018-14618', 'CVE-2018-16890', 'CVE-2019-3822', 'CVE-2019-3823', 'CVE-2019-5436', 'CVE-2020-8231', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22924']",6,1,4
,7.29.0,20,31,"['CVE-2013-1944', 'CVE-2013-2174', 'CVE-2013-4545', 'CVE-2013-6422', 'CVE-2014-0015', 'CVE-2014-0138', 'CVE-2014-0139', 'CVE-2014-2522', 'CVE-2014-3613', 'CVE-2014-3620', 'CVE-2014-3707', 'CVE-2014-8150', 'CVE-2015-3143', 'CVE-2015-3148', 'CVE-2015-3153', 'CVE-2016-5419', 'CVE-2016-5420', 'CVE-2016-5421', 'CVE-2016-7141', 'CVE-2016-7167', 'CVE-2016-8622', 'CVE-2017-1000100', 'CVE-2017-1000254', 'CVE-2017-1000257', 'CVE-2017-8817', 'CVE-2018-14618', 'CVE-2019-5436', 'CVE-2020-8231', 'CVE-2020-8285', 'CVE-2021-22876', 'CVE-2021-22924']",8,17,6
,7.52.2,9,15,"['CVE-2017-1000257', 'CVE-2017-7468', 'CVE-2017-8816', 'CVE-2017-8817', 'CVE-2018-1000005', 'CVE-2018-14618', 'CVE-2018-16890', 'CVE-2019-3822', 'CVE-2019-3823', 'CVE-2019-5436', 'CVE-2020-8231', 'CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22924']",7,1,7
,7.72.0,2,5,"['CVE-2020-8285', 'CVE-2020-8286', 'CVE-2021-22876', 'CVE-2021-22890', 'CVE-2021-22924']",2,1,2
sqlite,,,,,,,
,3.8.9,1,23,"['CVE-2015-5895', 'CVE-2017-10989', 'CVE-2017-15286', 'CVE-2018-20346', 'CVE-2018-20505', 'CVE-2018-20506', 'CVE-2018-8740', 'CVE-2019-16168', 'CVE-2019-19242', 'CVE-2019-19244', 'CVE-2019-19645', 'CVE-2019-19646', 'CVE-2019-5018', 'CVE-2019-8457', 'CVE-2020-11655', 'CVE-2020-11656', 'CVE-2020-13434', 'CVE-2020-13435', 'CVE-2020-13630', 'CVE-2020-13631', 'CVE-2020-13632', 'CVE-2020-15358', 'CVE-2021-20227']",8,9,6
,3.32.3,3,1,['CVE-2021-20227'],0,1,0
,3.7.12.1,26,26,"['CVE-2015-3415', 'CVE-2015-3717', 'CVE-2015-5895', 'CVE-2015-6607', 'CVE-2017-10989', 'CVE-2017-15286', 'CVE-2018-20346', 'CVE-2018-20505', 'CVE-2018-20506', 'CVE-2018-8740', 'CVE-2019-16168', 'CVE-2019-19242', 'CVE-2019-19244', 'CVE-2019-19645', 'CVE-2019-19646', 'CVE-2019-5018', 'CVE-2019-8457', 'CVE-2020-11655', 'CVE-2020-11656', 'CVE-2020-13434', 'CVE-2020-13435', 'CVE-2020-13630', 'CVE-2020-13631', 'CVE-2020-13632', 'CVE-2020-15358', 'CVE-2021-20227']",10,10,6
,3.8.10.1,1,23,"['CVE-2015-5895', 'CVE-2017-10989', 'CVE-2017-15286', 'CVE-2018-20346', 'CVE-2018-20505', 'CVE-2018-20506', 'CVE-2018-8740', 'CVE-2019-16168', 'CVE-2019-19242', 'CVE-2019-19244', 'CVE-2019-19645', 'CVE-2019-19646', 'CVE-2019-5018', 'CVE-2019-8457', 'CVE-2020-11655', 'CVE-2020-11656', 'CVE-2020-13434', 'CVE-2020-13435', 'CVE-2020-13630', 'CVE-2020-13631', 'CVE-2020-13632', 'CVE-2020-15358', 'CVE-2021-20227']",8,9,6
lua,,,,,,,
,5.1.4,27,4,"['CVE-2014-5461', 'CVE-2020-15888', 'CVE-2020-15945', 'CVE-2021-43519']",1,3,0
e2fsprogs,,,,,,,
,1.41.3,2,2,"['CVE-2015-0247', 'CVE-2015-1572']",0,2,0
d-bus,,,,,,,
,1.2.16,2,4,"['CVE-2011-2200', 'CVE-2014-3636', 'CVE-2014-3638', 'CVE-2014-3639']",0,1,3
dbus,,,,,,,
,1.2.16,2,11,"['CVE-2011-2533', 'CVE-2013-2168', 'CVE-2014-3477', 'CVE-2014-3635', 'CVE-2014-7824', 'CVE-2015-0245', 'CVE-2019-12749', 'CVE-2020-12049', 'CVE-2022-42010', 'CVE-2022-42011', 'CVE-2022-42012']",1,3,7
libdbus,,,,,,,
,1.2.16,2,1,['CVE-2012-3524'],0,1,0
lighttpd,,,,,,,
,1.4.32,11,11,"['CVE-2012-5533', 'CVE-2013-4559', 'CVE-2013-4560', 'CVE-2014-2324', 'CVE-2015-3200', 'CVE-2016-1000212', 'CVE-2018-19052', 'CVE-2019-11072', 'CVE-2022-22707', 'CVE-2022-37797', 'CVE-2022-41556']",4,4,3
ffmpeg,,,,,,,
,3.4.1,3,18,"['CVE-2018-10001', 'CVE-2018-14394', 'CVE-2018-1999010', 'CVE-2018-1999011', 'CVE-2018-1999012', 'CVE-2018-1999013', 'CVE-2018-1999014', 'CVE-2018-1999015', 'CVE-2018-6912', 'CVE-2018-7557', 'CVE-2018-7751', 'CVE-2018-9841', 'CVE-2019-15942', 'CVE-2019-17542', 'CVE-2021-3566', 'CVE-2021-38291', 'CVE-2022-3109', 'CVE-2022-3341']",5,11,2
,4.99.1,3,3,"['CVE-2022-3109', 'CVE-2022-3341', 'CVE-2022-3964']",2,1,0
,2.5.2,2,89,"['CVE-2015-6761', 'CVE-2015-6818', 'CVE-2015-6819', 'CVE-2015-6820', 'CVE-2015-6821', 'CVE-2015-6823', 'CVE-2015-6824', 'CVE-2015-6825', 'CVE-2015-6826', 'CVE-2015-8216', 'CVE-2015-8217', 'CVE-2015-8218', 'CVE-2015-8219', 'CVE-2015-8661', 'CVE-2015-8662', 'CVE-2016-10190', 'CVE-2016-10191', 'CVE-2016-10192', 'CVE-2016-1898', 'CVE-2016-2213', 'CVE-2016-2326', 'CVE-2016-2327', 'CVE-2016-2328', 'CVE-2016-2329', 'CVE-2016-2330', 'CVE-2016-5199', 'CVE-2016-6164', 'CVE-2016-6671', 'CVE-2016-6881', 'CVE-2016-6920', 'CVE-2016-7122', 'CVE-2016-7450', 'CVE-2016-7502', 'CVE-2016-7555', 'CVE-2016-7562', 'CVE-2016-7785', 'CVE-2016-7905', 'CVE-2016-8595', 'CVE-2016-9561', 'CVE-2017-11399', 'CVE-2017-11665', 'CVE-2017-11719', 'CVE-2017-14054', 'CVE-2017-14055', 'CVE-2017-14056', 'CVE-2017-14057', 'CVE-2017-14058', 'CVE-2017-14059', 'CVE-2017-14169', 'CVE-2017-14170', 'CVE-2017-14171', 'CVE-2017-14222', 'CVE-2017-14223', 'CVE-2017-14225', 'CVE-2017-14767', 'CVE-2017-15186', 'CVE-2017-15672', 'CVE-2017-5024', 'CVE-2017-5025', 'CVE-2017-7859', 'CVE-2017-7862', 'CVE-2017-7863', 'CVE-2017-7865', 'CVE-2017-7866', 'CVE-2017-9608', 'CVE-2017-9990', 'CVE-2017-9991', 'CVE-2017-9992', 'CVE-2017-9993', 'CVE-2017-9994', 'CVE-2017-9996', 'CVE-2018-10001', 'CVE-2018-14394', 'CVE-2018-1999010', 'CVE-2018-1999011', 'CVE-2018-1999012', 'CVE-2018-1999013', 'CVE-2018-1999014', 'CVE-2018-1999015', 'CVE-2018-6621', 'CVE-2018-6912', 'CVE-2018-7751', 'CVE-2018-9841', 'CVE-2019-15942', 'CVE-2019-17542', 'CVE-2021-3566', 'CVE-2021-38291', 'CVE-2022-3109', 'CVE-2022-3341']",41,35,13
libpcap,,,,,,,
,1.4.0,3,6,"['CVE-2018-16301', 'CVE-2019-15161', 'CVE-2019-15162', 'CVE-2019-15163', 'CVE-2019-15164', 'CVE-2019-15165']",2,3,1
,1.9.1,5,6,"['CVE-2018-16301', 'CVE-2019-15161', 'CVE-2019-15162', 'CVE-2019-15163', 'CVE-2019-15164', 'CVE-2019-15165']",2,3,1
,1.5.3,3,6,"['CVE-2018-16301', 'CVE-2019-15161', 'CVE-2019-15162', 'CVE-2019-15163', 'CVE-2019-15164', 'CVE-2019-15165']",2,3,1
,1.1.1,34,7,"['CVE-2011-1935', 'CVE-2018-16301', 'CVE-2019-15161', 'CVE-2019-15162', 'CVE-2019-15163', 'CVE-2019-15164', 'CVE-2019-15165']",2,3,2
quagga,,,,,,,
,1.2.4,3,1,['CVE-2021-44038'],1,0,0
libssh2,,,,,,,
,1.8.1,3,11,"['CVE-2019-13115', 'CVE-2019-17498', 'CVE-2019-3855', 'CVE-2019-3856', 'CVE-2019-3857', 'CVE-2019-3858', 'CVE-2019-3859', 'CVE-2019-3860', 'CVE-2019-3861', 'CVE-2019-3862', 'CVE-2019-3863']",4,0,7
upx,,,,,,,
,3.95,3,10,"['CVE-2018-11243', 'CVE-2019-14295', 'CVE-2019-14296', 'CVE-2019-20021', 'CVE-2019-20051', 'CVE-2019-20053', 'CVE-2019-20805', 'CVE-2020-27787', 'CVE-2020-27788', 'CVE-2020-27790']",2,8,0
sysstat,,,,,,,
,12.2.2,3,1,['CVE-2022-39377'],1,0,0
,10.1.1,19,3,"['CVE-2019-16167', 'CVE-2019-19725', 'CVE-2022-39377']",1,1,1
,9.0.6,3,2,"['CVE-2019-16167', 'CVE-2019-19725']",0,1,1
openvpn,,,,,,,
,2.4.9,3,3,"['CVE-2020-15078', 'CVE-2021-3606', 'CVE-2022-0547']",2,0,1
,2.3.8,16,11,"['CVE-2016-6329', 'CVE-2017-12166', 'CVE-2017-7479', 'CVE-2017-7508', 'CVE-2017-7520', 'CVE-2017-7521', 'CVE-2017-7522', 'CVE-2018-7544', 'CVE-2020-15078', 'CVE-2021-3606', 'CVE-2022-0547']",4,4,3
,2.4.11,9,2,"['CVE-2021-3606', 'CVE-2022-0547']",1,0,1
strongswan,,,,,,,
,5.5.2,3,11,"['CVE-2017-11185', 'CVE-2017-9022', 'CVE-2017-9023', 'CVE-2018-10811', 'CVE-2018-16151', 'CVE-2018-16152', 'CVE-2018-17540', 'CVE-2018-5388', 'CVE-2021-41991', 'CVE-2021-45079', 'CVE-2022-40617']",9,1,1
,4.0.0,2,14,"['CVE-2008-4551', 'CVE-2009-1957', 'CVE-2009-1958', 'CVE-2013-2054', 'CVE-2014-2891', 'CVE-2017-11185', 'CVE-2017-9022', 'CVE-2017-9023', 'CVE-2018-16151', 'CVE-2018-16152', 'CVE-2018-17540', 'CVE-2018-5388', 'CVE-2019-10155', 'CVE-2022-40617']",7,6,1
,5.8.2,6,4,"['CVE-2021-41990', 'CVE-2021-41991', 'CVE-2021-45079', 'CVE-2022-40617']",3,0,1
json-c,,,,,,,
,0.11,9,3,"['CVE-2013-6370', 'CVE-2013-6371', 'CVE-2020-12762']",1,2,0
,0.12,3,1,['CVE-2020-12762'],1,0,0
miniupnpd,,,,,,,
,1.4,9,6,"['CVE-2017-1000494', 'CVE-2019-12108', 'CVE-2019-12109', 'CVE-2019-12111', 'CVE-2019-12107', 'CVE-2019-12110']",6,0,0
,1.8,23,7,"['CVE-2013-2600', 'CVE-2017-1000494', 'CVE-2019-12108', 'CVE-2019-12109', 'CVE-2019-12111', 'CVE-2019-12107', 'CVE-2019-12110']",7,0,0
bzip2,,,,,,,
,1.0.6,27,2,"['CVE-2016-3189', 'CVE-2019-12900']",0,1,1
readymedia,,,,,,,
,1.1.4,5,1,['CVE-2020-28926'],0,0,1
,1.0.24,2,3,"['CVE-2013-2738', 'CVE-2013-2739', 'CVE-2020-28926']",0,0,3
,1.1.2,25,1,['CVE-2020-28926'],0,0,1
,1.1.0,1,1,['CVE-2020-28926'],0,0,1
hostapd,,,,,,,
